"_id","_labels","betweenness","days","id","louvain","mature","node2vec","pageRank","partner","triangles","views","_start","_end","_type"
"83300",":User","1766.431319073285","1943","1706","146","False","[1.5067424774169922,-0.5000941157341003]","3.7336114411768455","True","346","929459",,,
"83301",":User","5.785409375388727","1633","1273","736","False","[0.038443565368652344,0.5625299215316772]","0.1740294785592403","False","9","11194",,,
"83302",":User","55.755499607666835","632","313","817","False","[0.6443455219268799,0.11095519363880157]","0.1541160440354642","False","73","2850",,,
"83303",":User","0.0","906","1570","3","True","[0.9036240577697754,-0.24738380312919617]","0.22297820738140675","False","8","3422",,,
"83304",":User","0.0","267","800","4","False","[0.6913657188415527,-0.6872219443321228]","0.16251281112516133","False","0","71",,,
"83305",":User","0.0","332","1869","5","True","[1.4374200105667114,-0.5186541676521301]","1.4927123200496972","False","70","11310",,,
"83306",":User","0.0","1021","722","817","True","[0.09537287801504135,-0.6658236384391785]","0.15000000000000002","False","0","6929",,,
"83307",":User","13.108568292838338","1655","367","817","False","[0.1196141317486763,0.7602726221084595]","0.1554693397615782","False","126","4156",,,
"83308",":User","440.00567504662575","2102","150","129","True","[-0.3486562669277191,-0.20545344054698944]","0.1579355110978518","False","826","117902",,,
"83309",":User","2.6895982266041143","1622","474","129","True","[0.2598890960216522,0.3290928304195404]","0.15163461538613776","False","0","5950",,,
"83310",":User","328.5055942323776","2230","856","190","False","[-0.11466488242149353,-0.5222024917602539]","0.2404480204564956","False","15","3759",,,
"83311",":User","943.327898491235","1912","1144","817","False","[0.05640753358602524,0.15739914774894714]","0.21050945239613378","False","153","3168",,,
"83312",":User","583.337950150176","638","810","338","True","[-0.08448079228401184,-0.025816798210144043]","0.1975902947360818","False","99","5205",,,
"83313",":User","257.2509550209177","540","1569","736","True","[0.6237392425537109,-0.3266296088695526]","0.50145137484971","False","27","36383",,,
"83314",":User","249.58547139881335","2164","939","548","False","[0.7206891775131226,-0.0902877077460289]","0.2979787869399861","False","526","5182",,,
"83315",":User","104.69282912404405","1789","1466","338","True","[0.5508360862731934,-0.7449816465377808]","0.1507247949738496","False","136","1636",,,
"83316",":User","28128.01308387914","2082","1311","736","False","[1.343965768814087,-0.7365881204605103]","3.670381171597892","True","1833","7070233",,,
"83317",":User","246.43361543182604","1440","1589","80","True","[0.8421499133110046,-0.8772817850112915]","0.58654256116805","False","130","22520",,,
"83318",":User","4.733148206292762","618","434","736","False","[-0.14029176533222198,-0.3464753329753876]","0.15626892072984336","False","4","1649",,,
"83319",":User","0.5","616","788","778","False","[0.422363817691803,0.1522006243467331]","0.1579687503166497","False","0","8307",,,
"83320",":User","413.2702399039503","523","278","817","False","[-0.3126561939716339,-0.48152172565460205]","0.15953850909459788","False","217","16534",,,
